Company Name,Website
Electronic Arts Inc.,https://www.ea.com/
Electronic Data Systems Corp.,http://www.eds.com/
Eli Lilly and Company,https://www.lilly.com/
EMC Corporation,https://www.dellemc.com/en-us/index.htm
Emcor Group Inc.,https://emcorgroup.com/
Emerson Electric Co.,https://www.emerson.com/en-us
Encompass Services Corporation,http://www.encompassservices.com/
Energizer Holdings Inc.,https://www.energizerholdings.com/
Energy East Corporation,https://en.wikipedia.org/wiki/Energy_East
Engelhard Corporation,https://en.wikipedia.org/wiki/Engelhard
Enron Corp.,https://en.wikipedia.org/wiki/Enron
Entergy Corporation,http://entergy.com/
Enterprise Products Partners L.P.,http://www.enterpriseproducts.com/
"EOG Resources, Inc.",https://www.eogresources.com/
Equifax Inc.,https://www.equifax.com/personal/
Equitable Resources Inc.,http://www.eqt.com/
Equity Office Properties Trust,https://www.eqoffice.com/
Equity Residential Properties Trust,http://www.equityapartments.com/corporate/
Estee Lauder Companies Inc.,http://www.elcompanies.com/
Exelon Corporation,http://www.exeloncorp.com/
Exide Technologies,https://www.exide.com/
Expeditors International of Washington Inc.,https://www.expeditors.com/
Express Scripts Inc.,https://express-scripts.com/
ExxonMobil Corporation,https://corporate.exxonmobil.com/
Fairchild Semiconductor International Inc.,https://en.wikipedia.org/wiki/Fairchild_Semiconductor
Family Dollar Stores Inc.,https://www.familydollar.com/
Farmland Industries Inc.,https://en.wikipedia.org/wiki/Farmland_Industries
Federal Mogul Corp.,http://www.federalmogul.com/
Federated Department Stores Inc.,"https://en.wikipedia.org/wiki/Macy%27s,_Inc."
Federal Express Corp.,https://www.fedex.com/global/choose-location.html
Felcor Lodging Trust Inc.,http://www.rljlodgingtrust.com/
Ferro Corp.,https://www.ferro.com/
Fidelity National Financial Inc.,http://www.fnf.com/
Fifth Third Bancorp,https://www.53.com/content/fifth-third/en.html
First American Financial Corp.,http://www.firstam.com/
First Data Corp.,https://www.firstdata.com/en_us/home.html
First National of Nebraska Inc.,http://www.fnni.com/
First Tennessee National Corp.,http://www.firsthorizon.com/about-us
FirstEnergy Corp.,https://www.firstenergycorp.com/
Fiserv Inc.,https://www.fiserv.com/index.aspx
Fisher Scientific International Inc.,https://www.fishersci.com/us/en/home.html
FleetBoston Financial Co.,https://en.wikipedia.org/wiki/FleetBoston_Financial
Fleetwood Enterprises Inc.,http://www.fleetwood.com/
Fleming Companies Inc.,"https://en.wikipedia.org/wiki/Fleming_Companies,_Inc"
Flowers Foods Inc.,https://www.flowersfoods.com/
Flowserv Corp,https://www.flowserve.com/en
Fluor Corp,https://www.fluor.com/
FMC Corp,http://fmc.com/
Foamex International Inc,http://fxi.com/
Foot Locker Inc,https://www.footlocker-inc.com/
Footstar Inc.,https://en.wikipedia.org/wiki/Footstar
Ford Motor Co,https://www.ford.com/
Forest Laboratories Inc.,https://www.allergan.com/home
Fortune Brands Inc.,https://www.fbhs.com/
Foster Wheeler Ltd.,http://www.amecfw.com/
FPL Group Inc.,https://www.fpl.com/about/company-profile.html
Franklin Resources Inc.,https://www.franklinresources.com/
Freeport McMoran Copper & Gold Inc.,https://www.fcx.com/
Frontier Oil Corp,https://www.hollyfrontier.com/home/default.aspx
Furniture Brands International Inc.,https://en.wikipedia.org/wiki/Furniture_Brands_International
"Gannett Co., Inc.",https://www.gannett.com/
Gap Inc.,https://www.gap.com/
Gateway Inc.,http://www.gateway.com/worldwide/
GATX Corporation,http://www.gatx.com/wps/wcm/connect/GATX/GATX_SITE/Home
Gemstar-TV Guide International Inc.,https://en.wikipedia.org/wiki/Gemstar-TV_Guide_International
GenCorp Inc.,http://aerojetrocketdyne.com/
General Cable Corporation,https://generalcable.com/
General Dynamics Corporation,https://www.gd.com/
General Electric Company,https://www.ge.com/
General Mills Inc,https://www.generalmills.com/
General Motors Corporation,https://www.gm.com/
Genesis Health Ventures Inc.,http://www.genesishcc.com/
Gentek Inc.,http://gentekinc.com/
Gentiva Health Services Inc.,https://www.kindredhealthcare.com/our-services/home-care/about/affiliates/gentiva
Genuine Parts Company,http://www.genpt.com/
Genuity Inc.,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=415614
Genzyme Corporation,https://www.sanofigenzyme.com/
Georgia Gulf Corporation,http://www.axiall.com/
Georgia-Pacific Corporation,https://www.gp.com/
Gillette Company,https://gillette.com/en-us
Gold Kist Inc.,http://www.goldkist.com/
Golden State Bancorp Inc.,https://www.goldenstatebank.com/
Golden West Financial Corporation,http://www.goldenwestworld.com/
Goldman Sachs Group Inc.,https://www.goldmansachs.com/
Goodrich Corporation,https://en.wikipedia.org/wiki/Goodrich_Corporation
The Goodyear Tire & Rubber Company,https://www.goodyear.com/
Granite Construction Incorporated,https://www.graniteconstruction.com/
Graybar Electric Company Inc.,https://www.graybar.com/store/en/gb
Great Lakes Chemical Corporation,https://en.wikipedia.org/wiki/Great_Lakes_Chemical_Corporation
Great Plains Energy Inc.,http://www.evergyinc.com/
GreenPoint Financial Corp.,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=331749
Greif Bros. Corporation,https://www.greif.com/
Grey Global Group Inc.,http://grey.com/global
Group 1 Automotive Inc.,https://www.group1auto.com/
Guidant Corporation,https://en.wikipedia.org/wiki/Guidant
H&R Block Inc.,https://www.hrblock.com/
H.B. Fuller Company,https://www.hbfuller.com/
H.J. Heinz Company,http://www.kraftheinzcompany.com/
Halliburton Co.,http://www.halliburton.com/
Harley-Davidson Inc.,https://www.harley-davidson.com/us/en/index.html
Harman International Industries Inc.,https://www.harman.com/
Harrah's Entertainment Inc.,https://www.caesars.com/harrahs
Harris Corp.,https://www.harris.com/
Harsco Corp.,http://www.harsco.com/
Hartford Financial Services Group Inc.,https://www.thehartford.com/
Hasbro Inc.,https://shop.hasbro.com/en-us
Hawaiian Electric Industries Inc.,http://www.hei.com/
HCA Inc.,https://hcahealthcare.com/
Health Management Associates Inc.,https://www.healthmanagement.com/
Health Net Inc.,https://www.healthnet.com/
Healthsouth Corp,http://www.encompasshealth.com/
Henry Schein Inc.,https://www.henryschein.com/
Hercules Inc.,https://en.wikipedia.org/wiki/Hercules_Inc.
Herman Miller Inc.,https://www.hermanmiller.com/
Hershey Foods Corp.,http://www.hersheys.com/en_us/home.html
Hewlett-Packard Company,https://www8.hp.com/us/en/home.html
Hibernia Corp.,https://en.wikipedia.org/wiki/Hibernia_National_Bank
Hillenbrand Industries Inc.,https://www.hillenbrand.com/
Hilton Hotels Corp.,https://www.hilton.com/en/corporate/
Hollywood Entertainment Corp.,https://en.wikipedia.org/wiki/Hollywood_Video
Home Depot Inc.,https://www.homedepot.com/
Hon Industries Inc.,https://www.hon.com/
Honeywell International Inc.,https://www.honeywell.com/
Hormel Foods Corp.,https://www.hormelfoods.com/
Host Marriott Corp.,https://www.hosthotels.com/
Household International Corp.,https://en.wikipedia.org/wiki/HSBC_Finance
Hovnanian Enterprises Inc.,https://www.khov.com/
Hub Group Inc.,https://www.hubgroup.com/
Hubbell Inc.,https://www.hubbell.com/
Hughes Supply Inc.,https://hughessupply.com/
Humana Inc.,https://www.humana.com/
Huntington Bancshares Inc.,https://www.huntington.com/
Idacorp Inc.,https://www.idacorpinc.com/
IDT Corporation,https://www.idt.net/
IKON Office Solutions Inc.,https://www.ricoh-usa.com/en
Illinois Tool Works Inc.,http://www.itw.com/
IMC Global Inc.,https://en.wikipedia.org/wiki/IMC_Global
Imperial Sugar Company,http://www.imperialsugar.com/
IMS Health Inc.,https://www.iqvia.com/
Ingles Market Inc,https://www.ingles-markets.com/
Ingram Micro Inc.,http://www.ingrammicro.com/
Insight Enterprises Inc.,https://www.insight.com/en_US/home.html
Integrated Electrical Services Inc.,http://www.ies-co.com/
Intel Corporation,https://www.intel.com/content/www/us/en/homepage.html
International Paper Co.,http://www.internationalpaper.com/
Interpublic Group of Companies Inc.,https://www.interpublic.com/
Interstate Bakeries Corporation,https://en.wikipedia.org/wiki/Old_HB
International Business Machines Corp.,https://www.ibm.com/us-en/
International Flavors & Fragrances Inc.,https://www.iff.com/
International Multifoods Corporation,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=281471
Intuit Inc.,https://www.intuit.com/
IT Group Inc.,https://www.thegroupinc.com/
ITT Industries Inc.,http://itt.com/home
Ivax Corp.,https://www.bloomberg.com/profiles/companies/IVX:US-ivax-corp
J.B. Hunt Transport Services Inc.,https://www.jbhunt.com/
J.C. Penny Co.,https://www.jcpenney.com/
J.P. Morgan Chase & Co.,https://www.jpmorganchase.com/
Jabil Circuit Inc.,https://www.jabil.com/
Jack In The Box Inc.,https://www.jackinthebox.com/
Jacobs Engineering Group Inc.,https://jacobs.com/
JDS Uniphase Corp.,https://en.wikipedia.org/wiki/JDSU
Jefferson-Pilot Co.,http://www.termlifeamerica.com/jeffersonpilot.html
John Hancock Financial Services Inc.,https://www.johnhancock.com/
Johnson & Johnson,https://www.jnj.com/
Johnson Controls Inc.,https://www.johnsoncontrols.com/
Jones Apparel Group Inc.,https://www.jny.com/
KB Home,https://www.kbhome.com/
Kellogg Company,https://www.kelloggcompany.com/en_US/home.html
Kellwood Company,http://kellwood.com/
Kelly Services Inc.,https://www.kellyservices.com/
Kemet Corp.,http://www.kemet.com/
Kennametal Inc.,https://www.kennametal.com/en/home.html
Kerr-McGee Corporation,https://en.wikipedia.org/wiki/Kerr-McGee
KeyCorp,https://www.key.com/about/index.jsp
KeySpan Corp.,https://en.wikipedia.org/wiki/KeySpan
Kimball International Inc.,https://www.kimball.com/
Kimberly-Clark Corporation,https://www.kimberly-clark.com/en-us
Kindred Healthcare Inc.,https://www.kindredhealthcare.com/
KLA-Tencor Corporation,https://www.kla-tencor.com/
K-Mart Corp.,https://www.kmart.com/
Knight-Ridder Inc.,https://en.wikipedia.org/wiki/Knight_Ridder
Kohl's Corp.,https://corporate.kohls.com/
KPMG Consulting Inc.,https://home.kpmg/us/en/home.html
Kroger Co.,https://www.kroger.com/
L-3 Communications Holdings Inc.,https://www.l3t.com/
Laboratory Corporation of America Holdings,https://www.labcorp.com/
Lam Research Corporation,https://www.lamresearch.com/
LandAmerica Financial Group Inc.,http://landamericaassessmentcorp.com/
Lands' End Inc.,https://www.landsend.com/
Landstar System Inc.,https://www.landstar.com/
La-Z-Boy Inc.,https://www.la-z-boy.com/
Lear Corporation,http://lear.com/
Legg Mason Inc.,https://www.leggmason.com/
Leggett & Platt Inc.,http://leggett.com/
Lehman Brothers Holdings Inc.,https://en.wikipedia.org/wiki/Lehman_Brothers
Lennar Corporation,https://www.lennar.com/
Lennox International Inc.,https://www.lennox.com/
Level 3 Communications Inc.,https://en.wikipedia.org/wiki/Level_3_Communications
Levi Strauss & Co.,http://www.levistrauss.com/
Lexmark International Inc.,https://www.lexmark.com/en_us.html
Limited Inc.,https://en.wikipedia.org/wiki/Limited_Inc
Lincoln National Corporation,https://www.lfg.com/public/individual
Linens 'n Things Inc.,https://en.wikipedia.org/wiki/Linens_%27n_Things
Lithia Motors Inc.,https://www.lithia.com/
Liz Claiborne Inc.,https://en.wikipedia.org/wiki/Liz_Claiborne
Lockheed Martin Corporation,https://www.lockheedmartin.com/en-us/index.html
Loews Corporation,http://www.loews.com/
Longs Drug Stores Corporation,https://en.wikipedia.org/wiki/Longs_Drugs
Louisiana-Pacific Corporation,https://lpcorp.com/
Lowe's Companies Inc.,https://www.lowes.com/l/company-information.html
LSI Logic Corporation,https://en.wikipedia.org/wiki/LSI_Corporation
